Data Solicitação;Número Solicitação;Cod. Cliente;Razão Social;UF Cliente;Qtd. Cartuchos;Cód. Categoria;Desc. Categoria
17/09/2007;C07090016650;8;NEXXIA;SP;400;1;Corporativa
17/09/2007;C07090016731;8;NEXXIA;SP;400;1;Corporativa
17/09/2007;C07090016812;8;NEXXIA;SP;200;1;Corporativa
17/09/2007;C07090016901;8;NEXXIA;SP;400;1;Corporativa
17/09/2007;C07090017037;8;NEXXIA;SP;300;1;Corporativa
17/09/2007;C07090017118;8;NEXXIA;SP;400;1;Corporativa
17/09/2007;C07090017207;8;NEXXIA;SP;200;1;Corporativa
17/09/2007;C07090017380;8;NEXXIA;SP;400;1;Corporativa
17/09/2007;C07090017460;8;NEXXIA;SP;400;1;Corporativa
17/09/2007;C07090017541;8;NEXXIA;SP;500;1;Corporativa
17/09/2007;C07090017622;8;NEXXIA;SP;400;1;Corporativa
17/09/2007;C07090017703;8;NEXXIA;SP;400;1;Corporativa
17/09/2007;C07090017894;8;NEXXIA;SP;400;1;Corporativa
17/09/2007;C07090017975;8;NEXXIA;SP;300;1;Corporativa
17/09/2007;C07090018009;8;NEXXIA;SP;200;1;Corporativa
17/09/2007;C07090018190;8;NEXXIA;SP;400;1;Corporativa
17/09/2007;C07090018270;8;NEXXIA;SP;300;1;Corporativa
17/09/2007;C07090018351;1;BANCO ITAU S. A.                        ;SP;100;1;Corporativa
17/09/2007;C07090018432;8;NEXXIA;SP;300;1;Corporativa
17/09/2007;C07090018513;8;NEXXIA;SP;500;1;Corporativa
17/09/2007;C07090018602;8;NEXXIA;SP;400;1;Corporativa
17/09/2007;C07090018785;8;NEXXIA;SP;300;1;Corporativa
17/09/2007;C07090018866;8;NEXXIA;SP;400;1;Corporativa
17/09/2007;C07090018947;8;NEXXIA;SP;300;1;Corporativa
17/09/2007;C07090019161;1;BANCO ITAU S. A.                        ;SP;100;1;Corporativa
17/09/2007;C07090019595;8;NEXXIA;SP;400;1;Corporativa
17/09/2007;C07090019676;8;NEXXIA;SP;300;1;Corporativa
17/09/2007;C07090019838;8;NEXXIA;SP;400;1;Corporativa
17/09/2007;C07090019919;8;NEXXIA;SP;300;1;Corporativa
17/09/2007;C07090020097;8;NEXXIA;SP;500;1;Corporativa
18/09/2007;C07090020410;12;ORBIUM;SP;200;1;Corporativa
18/09/2007;C07090020500;12;ORBIUM;SP;400;1;Corporativa
18/09/2007;C07090020844;15;Érico Tooru Tanji ;SP;80;1;Corporativa
18/09/2007;C07090021069;17;Horiba ABX Diagnostics;SP;80000;1;Corporativa
19/09/2007;C07090021492;20;joa;SP;100;1;Corporativa
19/09/2007;C07090021654;1;BANCO ITAU S. A.                        ;SP;100;1;Corporativa
19/09/2007;C07090021905;17;Horiba ABX Diagnostics;SP;1000;1;Corporativa
19/09/2007;C07090022030;17;Horiba ABX Diagnostics;SP;2000;1;Corporativa
21/09/2007;C07090022545;21;TESTE MIRACULA;SP;200;1;Corporativa
21/09/2007;C07090022626;22;TESTE MIRACULA 2;SP;200;1;Corporativa
21/09/2007;C07090022707;23;TESTE MIRACULA 3;SP;200;1;Corporativa
21/09/2007;C07090022898;24;TESTE MIRACULA 3;SP;200;1;Corporativa
24/09/2007;C07090023940;25;Premier TI;SP;100;1;Corporativa
25/09/2007;C07090024327;28;Klima Campinas;SP;100;1;Corporativa
25/09/2007;C07090024408;17;Horiba ABX Diagnostics;SP;500;1;Corporativa
26/09/2007;C07090024750;25;Premier TI;SP;400;1;Corporativa
26/09/2007;C07090025056;25;Premier TI;SP;100;1;Corporativa
03/10/2007;C07100000140;25;Premier TI;SP;180;1;Corporativa
04/10/2007;C07100000492;30;Maderada;SP;40;1;Corporativa
05/10/2007;C07100000573;25;Premier TI;SP;1000;1;Corporativa
08/10/2007;C07100000654;31;Okidata;SP;1666;1;Corporativa
08/10/2007;C07100000905;31;Okidata;SP;100;1;Corporativa
08/10/2007;C07100001707;32;Érico Tooru Tanji;SP;100;1;Corporativa
10/10/2007;C07100002517;31;Okidata;SP;100;1;Corporativa
10/10/2007;C07100002606;31;Okidata;SP;200;1;Corporativa
10/10/2007;C07100002789;31;Okidata;SP;3000;1;Corporativa
10/10/2007;C07100002860;31;Okidata;SP;1000;1;Corporativa
10/10/2007;C07100002940;31;Okidata;SP;150;1;Corporativa
10/10/2007;C07100003084;31;Okidata;SP;250;1;Corporativa
10/10/2007;C07100003165;31;Okidata;SP;750;1;Corporativa
10/10/2007;C07100003670;40;Wadt Representações;SP;50;1;Corporativa
10/10/2007;C07100003750;40;Wadt Representações;SP;100;1;Corporativa
10/10/2007;C07100003831;40;Wadt Representações;SP;150;1;Corporativa
10/10/2007;C07100003912;40;Wadt Representações;SP;200;1;Corporativa
10/10/2007;C07100004056;1;BANCO ITAU S. A.                        ;SP;100;1;Corporativa
10/10/2007;C07100004137;1;BANCO ITAU S. A.                        ;SP;50;1;Corporativa
10/10/2007;C07100004218;1;BANCO ITAU S. A.                        ;SP;30;1;Corporativa
10/10/2007;C07100004307;31;Okidata;SP;100;1;Corporativa
10/10/2007;C07100004480;31;Okidata;SP;120;1;Corporativa
10/10/2007;C07100004560;31;Okidata;SP;350;1;Corporativa
10/10/2007;C07100004641;31;Okidata;SP;450;1;Corporativa
10/10/2007;C07100004722;31;Okidata;SP;78;1;Corporativa
10/10/2007;C07100004803;31;Okidata;SP;45;1;Corporativa
11/10/2007;C07100004994;41;Teste;SP;100;3;Governo
23/10/2007;C07100005109;43;TESTE 23;SP;40;1;Corporativa
31/10/2007;C07100005451;6;MIRACULA STORE;SP;50;1;Corporativa
01/11/2007;C07110000185;6;MIRACULA STORE;SP;50;1;Corporativa
01/11/2007;C07110000266;45;Sab Company;SP;50;1;Corporativa
01/11/2007;C07110000428;6;MIRACULA STORE;SP;40;1;Corporativa
06/11/2007;C07110000509;47;Teste OKIDATA;SP;100;1;Corporativa
07/11/2007;C07110000770;49;alex Silveira;SP;50;1;Corporativa
07/11/2007;C07110001238;54;miracula;SP;252;1;Corporativa
08/11/2007;C07110001319;6;MIRACULA STORE;SP;50;1;Corporativa
08/11/2007;C07110001408;55;teste Miracula;SP;50;1;Corporativa
08/11/2007;C07110001661;57;miracula;SP;50;1;Corporativa
08/11/2007;C07110001742;1;BANCO ITAU S. A.                        ;SP;50;1;Corporativa
09/11/2007;C07110001823;58;OIOIOOIOIOIO;SP;100;1;Corporativa
09/11/2007;C07110001904;59;AIAIIAIAIAIAIIAIAIAIAIIA;SP;800;1;Corporativa
14/11/2007;C07110002129;61;Anzentitai;SP;800;1;Corporativa
14/11/2007;C07110002200;62;Chageandaska;SP;90;1;Corporativa
14/11/2007;C07110002390;58;OIOIOOIOIOIO;SP;40;1;Corporativa
