Data Solicitação;Número Solicitação;Cod. Cliente;Razão Social;Qtd. Cartuchos;Data Programada;Status
09/25/2012;C12090008972;164;PRINTER FACILITIES LOCAÇÃO DE EQUIPAMENTOS PARA ESCRITÓRIO LTDA;60;10/04/2012;Encerrada
08/23/2013;C13080007807;164;PRINTER FACILITIES LOCAÇÃO DE EQUIPAMENTOS PARA ESCRITÓRIO LTDA;298;;Aguardando coleta
08/23/2013;C13080007980;164;PRINTER FACILITIES LOCAÇÃO DE EQUIPAMENTOS PARA ESCRITÓRIO LTDA;298;;Em trânsito
08/13/2013;C13080005774;164;PRINTER FACILITIES LOCAÇÃO DE EQUIPAMENTOS PARA ESCRITÓRIO LTDA;52;08/16/2013;Encerrada
08/26/2013;C13080010182;164;PRINTER FACILITIES LOCAÇÃO DE EQUIPAMENTOS PARA ESCRITÓRIO LTDA;298;;Aguardando coleta
08/29/2013;C13080014765;164;PRINTER FACILITIES LOCAÇÃO DE EQUIPAMENTOS PARA ESCRITÓRIO LTDA;298;09/03/2013;Encerrada
10/03/2013;C13100000748;164;PRINTER FACILITIES LOCAÇÃO DE EQUIPAMENTOS PARA ESCRITÓRIO LTDA;108;;Aguardando coleta
10/21/2013;C13100005898;164;PRINTER FACILITIES LOCAÇÃO DE EQUIPAMENTOS PARA ESCRITÓRIO LTDA;88;;Aguardando coleta
06/11/2013;C13060003164;164;PRINTER FACILITIES LOCAÇÃO DE EQUIPAMENTOS PARA ESCRITÓRIO LTDA;198;06/17/2013;Encerrada
06/20/2013;C13060006260;164;PRINTER FACILITIES LOCAÇÃO DE EQUIPAMENTOS PARA ESCRITÓRIO LTDA;120;06/24/2013;Encerrada
07/04/2013;C13070001580;164;PRINTER FACILITIES LOCAÇÃO DE EQUIPAMENTOS PARA ESCRITÓRIO LTDA;102;07/11/2013;Encerrada
03/18/2013;C13030005959;164;PRINTER FACILITIES LOCAÇÃO DE EQUIPAMENTOS PARA ESCRITÓRIO LTDA;100;03/27/2013;Encerrada
04/03/2013;C13040001654;164;PRINTER FACILITIES LOCAÇÃO DE EQUIPAMENTOS PARA ESCRITÓRIO LTDA;295;;Aguardando coleta
02/14/2013;C13020004194;164;PRINTER FACILITIES LOCAÇÃO DE EQUIPAMENTOS PARA ESCRITÓRIO LTDA;50;;Aguardando coleta
02/13/2013;C13020003627;164;PRINTER FACILITIES LOCAÇÃO DE EQUIPAMENTOS PARA ESCRITÓRIO LTDA;200;02/15/2013;Encerrada
02/06/2013;C13020002221;164;PRINTER FACILITIES LOCAÇÃO DE EQUIPAMENTOS PARA ESCRITÓRIO LTDA;50;;Aguardando coleta
02/06/2013;C13020002302;164;PRINTER FACILITIES LOCAÇÃO DE EQUIPAMENTOS PARA ESCRITÓRIO LTDA;50;02/11/2013;Encerrada
