Data Solicitação;Número Solicitação;Cod. Cliente;Razão Social;UF Cliente;Qtd. Cartuchos;Cód. Categoria;Desc. Categoria
10/09/2007;C07090006507;6;6;3;200;---;---
10/09/2007;C07090006698;6;6;3;100;---;---
10/09/2007;C07090006779;6;6;3;200;---;---
10/09/2007;C07090006850;6;6;3;100;---;---
10/09/2007;C07090006930;6;6;3;400;---;---
10/09/2007;C07090007236;6;6;3;200;---;---
11/09/2007;C07090007317;8;8;3;200;---;---
11/09/2007;C07090007589;8;8;3;200;---;---
11/09/2007;C07090007740;10;10;3;40;---;---
11/09/2007;C07090007821;1;1;2;50;---;---
12/09/2007;C07090007902;11;11;3;70;---;---
12/09/2007;C07090010377;8;8;3;400;---;---
12/09/2007;C07090010458;8;8;3;500;---;---
12/09/2007;C07090010539;8;8;3;500;---;---
12/09/2007;C07090010610;8;8;3;500;---;---
12/09/2007;C07090010709;8;8;3;500;---;---
12/09/2007;C07090010881;8;8;3;500;---;---
12/09/2007;C07090010962;8;8;3;400;---;---
12/09/2007;C07090011004;8;8;3;300;---;---
12/09/2007;C07090011187;8;8;3;40;---;---
12/09/2007;C07090011268;8;8;3;400;---;---
12/09/2007;C07090011349;8;8;3;1000;---;---
12/09/2007;C07090011420;8;8;3;3000;---;---
13/09/2007;C07090012159;1;1;2;100;---;---
13/09/2007;C07090012310;1;1;2;100;---;---
13/09/2007;C07090012400;1;1;2;100;---;---
13/09/2007;C07090012663;6;6;3;500;---;---
13/09/2007;C07090012744;6;6;3;400;---;---
13/09/2007;C07090012825;6;6;3;400;---;---
13/09/2007;C07090012906;6;6;3;500;---;---
13/09/2007;C07090013040;6;6;3;500;---;---
16/09/2007;C07090013392;8;8;3;500;---;---
16/09/2007;C07090013473;8;8;3;300;---;---
16/09/2007;C07090013554;13;13;4;1000;---;---
16/09/2007;C07090013716;8;8;3;400;---;---
16/09/2007;C07090013805;8;8;3;200;---;---
16/09/2007;C07090013988;8;8;3;500;---;---
17/09/2007;C07090014100;8;8;3;400;---;---
17/09/2007;C07090014283;8;8;3;1000;---;---
17/09/2007;C07090015840;8;8;3;500;---;---
17/09/2007;C07090015921;8;8;3;300;---;---
17/09/2007;C07090016065;8;8;3;100;---;---
17/09/2007;C07090016146;8;8;3;500;---;---
17/09/2007;C07090016227;8;8;3;500;---;---
17/09/2007;C07090016308;8;8;3;500;---;---
17/09/2007;C07090016499;8;8;3;200;---;---
17/09/2007;C07090016570;8;8;3;500;---;---
17/09/2007;C07090016650;8;8;3;400;---;---
17/09/2007;C07090016731;8;8;3;400;---;---
17/09/2007;C07090016812;8;8;3;200;---;---
17/09/2007;C07090016901;8;8;3;400;---;---
17/09/2007;C07090017037;8;8;3;300;---;---
17/09/2007;C07090017118;8;8;3;400;---;---
17/09/2007;C07090017207;8;8;3;200;---;---
17/09/2007;C07090017380;8;8;3;400;---;---
17/09/2007;C07090017460;8;8;3;400;---;---
17/09/2007;C07090017541;8;8;3;500;---;---
17/09/2007;C07090017622;8;8;3;400;---;---
17/09/2007;C07090017703;8;8;3;400;---;---
17/09/2007;C07090017894;8;8;3;400;---;---
17/09/2007;C07090017975;8;8;3;300;---;---
17/09/2007;C07090018009;8;8;3;200;---;---
17/09/2007;C07090018190;8;8;3;400;---;---
17/09/2007;C07090018270;8;8;3;300;---;---
17/09/2007;C07090018351;1;1;2;100;---;---
17/09/2007;C07090018432;8;8;3;300;---;---
17/09/2007;C07090018513;8;8;3;500;---;---
17/09/2007;C07090018602;8;8;3;400;---;---
17/09/2007;C07090018785;8;8;3;300;---;---
17/09/2007;C07090018866;8;8;3;400;---;---
17/09/2007;C07090018947;8;8;3;300;---;---
17/09/2007;C07090019161;1;1;2;100;---;---
17/09/2007;C07090019595;8;8;3;400;---;---
17/09/2007;C07090019676;8;8;3;300;---;---
17/09/2007;C07090019838;8;8;3;400;---;---
17/09/2007;C07090019919;8;8;3;300;---;---
17/09/2007;C07090020097;8;8;3;500;---;---
18/09/2007;C07090020410;12;12;3;200;---;---
18/09/2007;C07090020500;12;12;3;400;---;---
18/09/2007;C07090020763;14;14;4;100;---;---
18/09/2007;C07090020844;15;15;3;80;---;---
18/09/2007;C07090021069;17;17;3;80000;---;---
19/09/2007;C07090021492;20;20;3;100;---;---
19/09/2007;C07090021654;1;1;2;100;---;---
19/09/2007;C07090021905;17;17;3;1000;---;---
19/09/2007;C07090022030;17;17;3;2000;---;---
21/09/2007;C07090022545;21;21;3;200;---;---
21/09/2007;C07090022626;22;22;3;200;---;---
21/09/2007;C07090022707;23;23;3;200;---;---
21/09/2007;C07090022898;24;24;3;200;---;---
21/09/2007;C07090022979;14;14;4;10000;---;---
24/09/2007;C07090023940;25;25;3;100;---;---
24/09/2007;C07090024084;26;26;4;500;---;---
25/09/2007;C07090024327;28;28;3;100;---;---
25/09/2007;C07090024408;17;17;3;500;---;---
25/09/2007;C07090024599;29;29;3;50;---;---
26/09/2007;C07090024750;25;25;3;400;---;---
26/09/2007;C07090025056;25;25;3;100;---;---
03/10/2007;C07100000140;25;25;3;180;---;---
04/10/2007;C07100000492;30;30;3;40;---;---
05/10/2007;C07100000573;25;25;3;1000;---;---
08/10/2007;C07100000654;31;31;3;1666;---;---
08/10/2007;C07100000905;31;31;3;100;---;---
08/10/2007;C07100001707;32;32;3;100;---;---
10/10/2007;C07100002517;31;31;3;100;---;---
10/10/2007;C07100002606;31;31;3;200;---;---
10/10/2007;C07100002789;31;31;3;3000;---;---
10/10/2007;C07100002860;31;31;3;1000;---;---
10/10/2007;C07100002940;31;31;3;150;---;---
10/10/2007;C07100003084;31;31;3;250;---;---
10/10/2007;C07100003165;31;31;3;750;---;---
10/10/2007;C07100003246;14;14;4;600;---;---
10/10/2007;C07100003327;14;14;4;700;---;---
10/10/2007;C07100003670;40;40;1;50;---;---
10/10/2007;C07100003750;40;40;1;100;---;---
10/10/2007;C07100003831;40;40;1;150;---;---
10/10/2007;C07100003912;40;40;1;200;---;---
10/10/2007;C07100004056;1;1;2;100;---;---
10/10/2007;C07100004137;1;1;2;50;---;---
10/10/2007;C07100004218;1;1;2;30;---;---
10/10/2007;C07100004307;31;31;3;100;---;---
10/10/2007;C07100004480;31;31;3;120;---;---
10/10/2007;C07100004560;31;31;3;350;---;---
10/10/2007;C07100004641;31;31;3;450;---;---
10/10/2007;C07100004722;31;31;3;78;---;---
10/10/2007;C07100004803;31;31;3;45;---;---
11/10/2007;C07100004994;41;41;1;100;---;---
23/10/2007;C07100005109;43;43;1;40;---;---
31/10/2007;C07100005451;6;6;3;50;---;---
01/11/2007;C07110000185;6;6;3;50;---;---
01/11/2007;C07110000266;45;45;1;50;---;---
01/11/2007;C07110000428;6;6;3;40;---;---
06/11/2007;C07110000509;47;47;1;100;---;---
07/11/2007;C07110000770;49;49;1;50;---;---
07/11/2007;C07110001238;54;54;1;252;---;---
08/11/2007;C07110001319;6;6;3;50;---;---
08/11/2007;C07110001408;55;55;1;50;---;---
08/11/2007;C07110001661;57;57;1;50;---;---
08/11/2007;C07110001742;1;1;2;50;---;---
09/11/2007;C07110001823;58;58;3;100;---;---
09/11/2007;C07110001904;59;59;3;800;---;---
14/11/2007;C07110002129;61;61;1;800;---;---
14/11/2007;C07110002200;62;62;1;90;---;---
14/11/2007;C07110002390;58;58;3;40;---;---
29/11/2007;C07110002552;64;64;1;60;---;---
06/12/2007;C07120000625;65;65;1;50;---;---
10/12/2007;C07120000897;1;1;2;100;---;---
10/12/2007;C07120000978;1;1;2;50;---;---
10/12/2007;C07120001273;68;68;1;40;---;---
10/12/2007;C07120001354;1;1;2;60;---;---
11/12/2007;C07120002679;70;70;1;50;---;---
11/12/2007;C07120002750;71;71;1;40;---;---
11/12/2007;C07120002830;70;70;1;100;---;---
11/12/2007;C07120002911;70;70;1;60;---;---
11/12/2007;C07120003136;73;73;1;50;---;---
11/12/2007;C07120003217;74;74;1;100;---;---
11/12/2007;C07120003306;75;75;1;65;---;---
11/12/2007;C07120003489;76;76;1;100;---;---
12/12/2007;C07120003640;70;70;1;50;---;---
12/12/2007;C07120003721;8;8;3;40;---;---
12/12/2007;C07120003802;8;8;3;41;---;---
12/12/2007;C07120003993;8;8;3;42;---;---
12/12/2007;C07120004027;8;8;3;43;---;---
12/12/2007;C07120004108;8;8;3;44;---;---
12/12/2007;C07120004299;8;8;3;45;---;---
12/12/2007;C07120004370;8;8;3;46;---;---
12/12/2007;C07120004450;70;70;1;60;---;---
12/12/2007;C07120004884;70;70;1;70;---;---
12/12/2007;C07120004965;70;70;1;41;---;---
12/12/2007;C07120005007;70;70;1;80;---;---
12/12/2007;C07120005260;1;1;2;100;---;---
12/12/2007;C07120005341;1;1;2;50;---;---
12/12/2007;C07120005422;1;1;2;70;---;---
12/12/2007;C07120005503;1;1;2;45;---;---
12/12/2007;C07120005694;1;1;2;66;---;---
12/12/2007;C07120005775;1;1;2;44;---;---
12/12/2007;C07120005856;1;1;2;55;---;---
12/12/2007;C07120005937;1;1;2;55;---;---
12/12/2007;C07120006070;1;1;2;63;---;---
13/12/2007;C07120006151;70;70;1;100;---;---
