Data Solicitação;Número Solicitação;Cod. Cliente;Razão Social;UF Cliente;Qtd. Cartuchos;Cód. Categoria;Desc. Categoria;Transportadora;Status
17/09/2007;C07090017975;8;8;3;300;1;Corporativa;TRANSPORTADORA MIRACULA;Aguardando coleta
17/09/2007;C07090018009;8;8;3;200;1;Corporativa;TRANSPORTADORA MIRACULA;Aguardando coleta
17/09/2007;C07090018190;8;8;3;400;1;Corporativa;TRANSPORTADORA MIRACULA;Aguardando coleta
17/09/2007;C07090018270;8;8;3;300;1;Corporativa;TRANSPORTADORA MIRACULA;Aguardando coleta
17/09/2007;C07090018351;1;1;2;100;1;Corporativa;DELTA RECORDS COM SERV E ARMAZ.LTDA     ;Encerrada
17/09/2007;C07090018432;8;8;3;300;1;Corporativa;TRANSPORTADORA MIRACULA;Em trânsito
17/09/2007;C07090018513;8;8;3;500;1;Corporativa;TRANSPORTADORA MIRACULA;Em trânsito
17/09/2007;C07090018602;8;8;3;400;1;Corporativa;TRANSPORTADORA MIRACULA;Encerrada
17/09/2007;C07090018785;8;8;3;300;1;Corporativa;TRANSPORTADORA MIRACULA;Encerrada
17/09/2007;C07090018866;8;8;3;400;1;Corporativa;TRANSPORTADORA MIRACULA;Encerrada
17/09/2007;C07090018947;8;8;3;300;1;Corporativa;TRANSPORTADORA MIRACULA;Encerrada
17/09/2007;C07090019161;1;1;2;100;1;Corporativa;DELTA RECORDS COM SERV E ARMAZ.LTDA     ;Encerrada
17/09/2007;C07090019595;8;8;3;400;1;Corporativa;TRANSPORTADORA MIRACULA;Encerrada
17/09/2007;C07090019676;8;8;3;300;1;Corporativa;TRANSPORTADORA MIRACULA;Encerrada
17/09/2007;C07090019838;8;8;3;400;1;Corporativa;TRANSPORTADORA MIRACULA;Aguardando coleta
17/09/2007;C07090019919;8;8;3;300;1;Corporativa;TRANSPORTADORA MIRACULA;Encerrada
17/09/2007;C07090020097;8;8;3;500;1;Corporativa;TRANSPORTADORA MIRACULA;Encerrada
18/09/2007;C07090020410;12;12;3;200;1;Corporativa;;Encerrada
18/09/2007;C07090020500;12;12;3;400;1;Corporativa;;Encerrada
18/09/2007;C07090020763;14;14;4;100;3;Governo;JAMEF TRANSPORTES LTDA                  ;Encerrada
18/09/2007;C07090020844;15;15;3;80;1;Corporativa;Platinum Tranportes;Encerrada
18/09/2007;C07090021069;17;17;3;80000;1;Corporativa;JAMEF TRANSPORTES LTDA                  ;Encerrada
19/09/2007;C07090021492;20;20;3;100;1;Corporativa;DELTA RECORDS COM SERV E ARMAZ.LTDA     ;Aguardando coleta
19/09/2007;C07090021654;1;1;2;100;1;Corporativa;DELTA RECORDS COM SERV E ARMAZ.LTDA     ;Aguardando coleta
19/09/2007;C07090021905;17;17;3;1000;1;Corporativa;JAMEF TRANSPORTES LTDA                  ;Rejeitada
19/09/2007;C07090022030;17;17;3;2000;1;Corporativa;JAMEF TRANSPORTES LTDA                  ;Rejeitada
21/09/2007;C07090022545;21;21;3;200;1;Corporativa;;Rejeitada
21/09/2007;C07090022626;22;22;3;200;1;Corporativa;;Rejeitada
21/09/2007;C07090022707;23;23;3;200;1;Corporativa;;Rejeitada
21/09/2007;C07090022898;24;24;3;200;1;Corporativa;;Encerrada
21/09/2007;C07090022979;14;14;4;10000;3;Governo;JAMEF TRANSPORTES LTDA                  ;Em trânsito
24/09/2007;C07090023940;25;25;3;100;1;Corporativa;TRANSPORTADORA MIRACULA;Encerrada
24/09/2007;C07090024084;26;26;4;500;3;Governo;Platinum Tranportes;Aguardando coleta
25/09/2007;C07090024327;28;28;3;100;1;Corporativa;JAMEF TRANSPORTES LTDA                  ;Rejeitada
25/09/2007;C07090024408;17;17;3;500;1;Corporativa;JAMEF TRANSPORTES LTDA                  ;Rejeitada
25/09/2007;C07090024599;29;29;3;50;1;Corporativa;DELTA RECORDS COM SERV E ARMAZ.LTDA     ;Em trânsito
26/09/2007;C07090024750;25;25;3;400;1;Corporativa;TRANSPORTADORA MIRACULA;Encerrada
26/09/2007;C07090025056;25;25;3;100;1;Corporativa;TRANSPORTADORA MIRACULA;Rejeitada
03/10/2007;C07100000140;25;25;3;180;1;Corporativa;TRANSPORTADORA MIRACULA;Aguardando coleta
04/10/2007;C07100000492;30;30;3;40;1;Corporativa;;Aguardando coleta
05/10/2007;C07100000573;25;25;3;1000;1;Corporativa;TRANSPORTADORA MIRACULA;Aguardando coleta
08/10/2007;C07100000654;31;31;3;1666;1;Corporativa;DELTA RECORDS COM SERV E ARMAZ.LTDA     ;Encerrada
08/10/2007;C07100000905;31;31;3;100;1;Corporativa;DELTA RECORDS COM SERV E ARMAZ.LTDA     ;Encerrada
08/10/2007;C07100001707;32;32;3;100;1;Corporativa;DELTA RECORDS COM SERV E ARMAZ.LTDA     ;Em trânsito
10/10/2007;C07100002517;31;31;3;100;1;Corporativa;DELTA RECORDS COM SERV E ARMAZ.LTDA     ;Encerrada
10/10/2007;C07100002606;31;31;3;200;1;Corporativa;DELTA RECORDS COM SERV E ARMAZ.LTDA     ;Encerrada
10/10/2007;C07100002789;31;31;3;3000;1;Corporativa;DELTA RECORDS COM SERV E ARMAZ.LTDA     ;Encerrada
10/10/2007;C07100002860;31;31;3;1000;1;Corporativa;DELTA RECORDS COM SERV E ARMAZ.LTDA     ;Aguardando coleta
10/10/2007;C07100002940;31;31;3;150;1;Corporativa;DELTA RECORDS COM SERV E ARMAZ.LTDA     ;Aguardando coleta
10/10/2007;C07100003084;31;31;3;250;1;Corporativa;DELTA RECORDS COM SERV E ARMAZ.LTDA     ;Aguardando coleta
10/10/2007;C07100003165;31;31;3;750;1;Corporativa;DELTA RECORDS COM SERV E ARMAZ.LTDA     ;Aguardando coleta
10/10/2007;C07100003246;14;14;4;600;3;Governo;JAMEF TRANSPORTES LTDA                  ;Encerrada
10/10/2007;C07100003327;14;14;4;700;3;Governo;JAMEF TRANSPORTES LTDA                  ;Em trânsito
10/10/2007;C07100003670;40;40;1;50;1;Corporativa;DELTA RECORDS COM SERV E ARMAZ.LTDA     ;Em espera de Aprovação
10/10/2007;C07100003750;40;40;1;100;1;Corporativa;DELTA RECORDS COM SERV E ARMAZ.LTDA     ;Em espera de Aprovação
10/10/2007;C07100003831;40;40;1;150;1;Corporativa;DELTA RECORDS COM SERV E ARMAZ.LTDA     ;Rejeitada
10/10/2007;C07100003912;40;40;1;200;1;Corporativa;DELTA RECORDS COM SERV E ARMAZ.LTDA     ;Rejeitada
10/10/2007;C07100004056;1;1;2;100;1;Corporativa;DELTA RECORDS COM SERV E ARMAZ.LTDA     ;Rejeitada
10/10/2007;C07100004137;1;1;2;50;1;Corporativa;DELTA RECORDS COM SERV E ARMAZ.LTDA     ;Encerrada
10/10/2007;C07100004218;1;1;2;30;1;Corporativa;DELTA RECORDS COM SERV E ARMAZ.LTDA     ;Encerrada
10/10/2007;C07100004307;31;31;3;100;1;Corporativa;DELTA RECORDS COM SERV E ARMAZ.LTDA     ;Encerrada
10/10/2007;C07100004480;31;31;3;120;1;Corporativa;DELTA RECORDS COM SERV E ARMAZ.LTDA     ;Encerrada
10/10/2007;C07100004560;31;31;3;350;1;Corporativa;DELTA RECORDS COM SERV E ARMAZ.LTDA     ;Encerrada
10/10/2007;C07100004641;31;31;3;450;1;Corporativa;DELTA RECORDS COM SERV E ARMAZ.LTDA     ;Encerrada
10/10/2007;C07100004722;31;31;3;78;1;Corporativa;DELTA RECORDS COM SERV E ARMAZ.LTDA     ;Encerrada
10/10/2007;C07100004803;31;31;3;45;1;Corporativa;DELTA RECORDS COM SERV E ARMAZ.LTDA     ;Encerrada
11/10/2007;C07100004994;41;41;1;100;3;Governo;;Rejeitada
23/10/2007;C07100005109;43;43;1;40;1;Corporativa;DELTA RECORDS COM SERV E ARMAZ.LTDA     ;Encerrada
31/10/2007;C07100005451;6;6;3;50;1;Corporativa;TRANSPORTADORA MIRACULA;Em espera de Aprovação
01/11/2007;C07110000185;6;6;3;50;1;Corporativa;TRANSPORTADORA MIRACULA;Em espera de Aprovação
01/11/2007;C07110000266;45;45;1;50;1;Corporativa;Platinum Tranportes;Encerrada
01/11/2007;C07110000428;6;6;3;40;1;Corporativa;TRANSPORTADORA MIRACULA;Em espera de Aprovação
06/11/2007;C07110000509;47;47;1;100;1;Corporativa;;Em espera de Aprovação
07/11/2007;C07110000770;49;49;1;50;1;Corporativa;;Em espera de Aprovação
07/11/2007;C07110001238;54;54;1;252;1;Corporativa;;Em espera de Aprovação
08/11/2007;C07110001319;6;6;3;50;1;Corporativa;TRANSPORTADORA MIRACULA;Em espera de Aprovação
08/11/2007;C07110001408;55;55;1;50;1;Corporativa;;Em espera de Aprovação
08/11/2007;C07110001661;57;57;1;50;1;Corporativa;;Em espera de Aprovação
08/11/2007;C07110001742;1;1;2;50;1;Corporativa;DELTA RECORDS COM SERV E ARMAZ.LTDA     ;Aguardando coleta
09/11/2007;C07110001823;58;58;3;100;1;Corporativa;Platinum Tranportes;Encerrada
09/11/2007;C07110001904;59;59;3;800;1;Corporativa;Platinum Tranportes;Aguardando coleta
14/11/2007;C07110002129;61;61;1;800;1;Corporativa;Platinum Tranportes;Aguardando coleta
14/11/2007;C07110002200;62;62;1;90;1;Corporativa;Platinum Tranportes;Aguardando coleta
14/11/2007;C07110002390;58;58;3;40;1;Corporativa;Platinum Tranportes;Em espera de Aprovação
29/11/2007;C07110002552;64;64;1;60;1;Corporativa;DELTA RECORDS COM SERV E ARMAZ.LTDA     ;Encerrada
06/12/2007;C07120000625;65;65;1;50;1;Corporativa;;Em espera de Aprovação
10/12/2007;C07120000897;1;1;2;100;1;Corporativa;DELTA RECORDS COM SERV E ARMAZ.LTDA     ;Em espera de Aprovação
10/12/2007;C07120000978;1;1;2;50;1;Corporativa;DELTA RECORDS COM SERV E ARMAZ.LTDA     ;Em espera de Aprovação
10/12/2007;C07120001273;68;68;1;40;1;Corporativa;;Em espera de Aprovação
10/12/2007;C07120001354;1;1;2;60;1;Corporativa;DELTA RECORDS COM SERV E ARMAZ.LTDA     ;Em espera de Aprovação
11/12/2007;C07120002679;70;70;1;50;1;Corporativa;DELTA RECORDS COM SERV E ARMAZ.LTDA     ;Encerrada
11/12/2007;C07120002750;71;71;1;40;1;Corporativa;;Em espera de Aprovação
11/12/2007;C07120002830;70;70;1;100;1;Corporativa;DELTA RECORDS COM SERV E ARMAZ.LTDA     ;Encerrada
11/12/2007;C07120002911;70;70;1;60;1;Corporativa;DELTA RECORDS COM SERV E ARMAZ.LTDA     ;Encerrada
11/12/2007;C07120003136;73;73;1;50;1;Corporativa;;Em espera de Aprovação
11/12/2007;C07120003217;74;74;1;100;1;Corporativa;;Em espera de Aprovação
11/12/2007;C07120003306;75;75;1;65;1;Corporativa;;Em espera de Aprovação
11/12/2007;C07120003489;76;76;1;100;1;Corporativa;;Em espera de Aprovação
12/12/2007;C07120003640;70;70;1;50;1;Corporativa;DELTA RECORDS COM SERV E ARMAZ.LTDA     ;Encerrada
12/12/2007;C07120003721;8;8;3;40;1;Corporativa;TRANSPORTADORA MIRACULA;Em espera de Aprovação
12/12/2007;C07120003802;8;8;3;41;1;Corporativa;TRANSPORTADORA MIRACULA;Em espera de Aprovação
12/12/2007;C07120003993;8;8;3;42;1;Corporativa;TRANSPORTADORA MIRACULA;Em espera de Aprovação
12/12/2007;C07120004027;8;8;3;43;1;Corporativa;TRANSPORTADORA MIRACULA;Em espera de Aprovação
12/12/2007;C07120004108;8;8;3;44;1;Corporativa;TRANSPORTADORA MIRACULA;Em espera de Aprovação
12/12/2007;C07120004299;8;8;3;45;1;Corporativa;TRANSPORTADORA MIRACULA;Em espera de Aprovação
12/12/2007;C07120004370;8;8;3;46;1;Corporativa;TRANSPORTADORA MIRACULA;Em espera de Aprovação
12/12/2007;C07120004450;70;70;1;60;1;Corporativa;DELTA RECORDS COM SERV E ARMAZ.LTDA     ;Encerrada
12/12/2007;C07120004884;70;70;1;70;1;Corporativa;DELTA RECORDS COM SERV E ARMAZ.LTDA     ;Encerrada
12/12/2007;C07120004965;70;70;1;41;1;Corporativa;DELTA RECORDS COM SERV E ARMAZ.LTDA     ;Encerrada
12/12/2007;C07120005007;70;70;1;80;1;Corporativa;DELTA RECORDS COM SERV E ARMAZ.LTDA     ;Encerrada
12/12/2007;C07120005260;1;1;2;100;1;Corporativa;DELTA RECORDS COM SERV E ARMAZ.LTDA     ;Em espera de Aprovação
12/12/2007;C07120005341;1;1;2;50;1;Corporativa;DELTA RECORDS COM SERV E ARMAZ.LTDA     ;Em espera de Aprovação
12/12/2007;C07120005422;1;1;2;70;1;Corporativa;DELTA RECORDS COM SERV E ARMAZ.LTDA     ;Em espera de Aprovação
12/12/2007;C07120005503;1;1;2;45;1;Corporativa;DELTA RECORDS COM SERV E ARMAZ.LTDA     ;Em espera de Aprovação
12/12/2007;C07120005694;1;1;2;66;1;Corporativa;DELTA RECORDS COM SERV E ARMAZ.LTDA     ;Em espera de Aprovação
12/12/2007;C07120005775;1;1;2;44;1;Corporativa;DELTA RECORDS COM SERV E ARMAZ.LTDA     ;Em espera de Aprovação
12/12/2007;C07120005856;1;1;2;55;1;Corporativa;DELTA RECORDS COM SERV E ARMAZ.LTDA     ;Em espera de Aprovação
12/12/2007;C07120005937;1;1;2;55;1;Corporativa;DELTA RECORDS COM SERV E ARMAZ.LTDA     ;Em espera de Aprovação
12/12/2007;C07120006070;1;1;2;63;1;Corporativa;DELTA RECORDS COM SERV E ARMAZ.LTDA     ;Em espera de Aprovação
13/12/2007;C07120006151;70;70;1;100;1;Corporativa;DELTA RECORDS COM SERV E ARMAZ.LTDA     ;Encerrada
