Data Solicitacao;Data Aprovacao;Data Programada;Data Recebimento;Numero Solicitacao;Cod Cliente;Razao Social;UF Cliente;Qtd. Cartuchos;Cod. Categoria;Desc. Categoria;Transportadora;Status
06/06/2013;06/06/2013;06/10/2013;07/01/2013;C13060002192;118;DISTRIFILM COMERCIAL LTDA;SP;83;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
06/13/2013;06/14/2013;06/17/2013;07/01/2013;C13060003911;118;DISTRIFILM COMERCIAL LTDA;SP;78;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
05/26/2014;05/27/2014;05/28/2014;07/01/2014;C14050011758;118;DISTRIFILM COMERCIAL LTDA;SP;150;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
05/13/2013;05/15/2013;05/20/2013;06/03/2013;C13050003714;121;Multh Comércio Materiais Equipamentos Ltda;SP;200;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
09/03/2013;09/04/2013;09/06/2013;09/13/2013;C13090001127;121;Multh Comércio Materiais Equipamentos Ltda;SP;250;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
10/16/2013;10/17/2013;10/21/2013;11/01/2013;C13100004735;121;Multh Comércio Materiais Equipamentos Ltda;SP;250;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
11/11/2013;11/11/2013;11/11/2013;12/03/2013;C13110003022;121;Multh Comércio Materiais Equipamentos Ltda;SP;300;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
01/08/2014;01/09/2014;01/13/2014;03/03/2014;C14010001581;121;Multh Comércio Materiais Equipamentos Ltda;SP;200;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
02/24/2014;02/25/2014;02/27/2014;03/17/2014;C14020011237;121;Multh Comércio Materiais Equipamentos Ltda;SP;250;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
03/26/2014;03/26/2014;03/28/2014;04/30/2014;C14030008565;121;Multh Comércio Materiais Equipamentos Ltda;SP;200;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
08/26/2014;08/27/2014;08/28/2014;09/29/2014;C14080008976;121;Multh Comércio Materiais Equipamentos Ltda;SP;504;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
04/25/2013;04/26/2013;04/30/2013;06/03/2013;C13040009809;123;Dimex do Triângulo Ltda;MG;200;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
06/20/2013;06/21/2013;06/27/2013;07/19/2013;C13060006503;123;Dimex do Triângulo Ltda;MG;250;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
07/16/2013;07/17/2013;07/23/2013;08/02/2013;C13070005739;123;Dimex do Triângulo Ltda;MG;300;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
08/14/2014;08/14/2014;08/15/2014;09/29/2014;C14080005012;123;Dimex do Triângulo Ltda;MG;100;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
09/09/2014;09/10/2014;09/16/2014;10/27/2014;C14090003608;123;Dimex do Triângulo Ltda;MG;150;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
10/16/2014;10/17/2014;10/17/2014;12/03/2014;C14100009204;123;Dimex do Triângulo Ltda;MG;150;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
05/30/2014;06/02/2014;06/02/2014;07/21/2014;C14050013963;123;Dimex do Triângulo Ltda;MG;300;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
07/01/2014;07/01/2014;07/01/2014;08/04/2014;C14070000280;123;Dimex do Triângulo Ltda;MG;200;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
07/22/2014;07/23/2014;07/24/2014;08/28/2014;C14070010676;123;Dimex do Triângulo Ltda;MG;220;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
12/10/2013;12/11/2013;12/13/2013;01/15/2014;C13120003653;123;Dimex do Triângulo Ltda;MG;300;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
01/20/2014;01/21/2014;01/29/2014;03/03/2014;C14010005145;123;Dimex do Triângulo Ltda;MG;300;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
04/07/2014;04/08/2014;04/09/2014;04/22/2014;C14040002993;123;Dimex do Triângulo Ltda;MG;200;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
08/08/2013;08/12/2013;08/15/2013;08/27/2013;C13080004450;123;Dimex do Triângulo Ltda;MG;250;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
09/30/2013;10/01/2013;10/03/2013;10/29/2013;C13090008300;123;Dimex do Triângulo Ltda;MG;340;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
10/24/2013;10/25/2013;10/30/2013;12/03/2013;C13100007831;123;Dimex do Triângulo Ltda;MG;300;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
05/20/2013;05/20/2013;05/24/2013;05/31/2013;C13050006144;470;ALLDORA TECNOLOGIA LTDA;SP;166;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
04/16/2013;04/17/2013;04/23/2013;06/03/2013;C13040005641;132;BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL ;RJ;800;3;Órgãos Públicos e Empresas Estatais;ATLAS LOGÍSTICA LTDA;Encerrada
05/29/2013;05/31/2013;06/03/2013;06/28/2013;C13050010508;132;BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL ;RJ;800;3;Órgãos Públicos e Empresas Estatais;ATLAS LOGÍSTICA LTDA;Encerrada
06/27/2013;06/27/2013;06/28/2013;06/28/2013;C13060010616;132;BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL ;RJ;800;3;Órgãos Públicos e Empresas Estatais;ATLAS LOGÍSTICA LTDA;Encerrada
08/13/2013;08/14/2013;08/19/2013;09/02/2013;C13080005855;132;BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL ;RJ;800;3;Órgãos Públicos e Empresas Estatais;ATLAS LOGÍSTICA LTDA;Encerrada
11/07/2013;11/08/2013;12/09/2013;12/03/2013;C13110001755;132;BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL ;RJ;1500;3;Órgãos Públicos e Empresas Estatais;ATLAS LOGÍSTICA LTDA;Encerrada
01/08/2014;01/09/2014;01/20/2014;02/19/2014;C14010001662;132;BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL ;RJ;1500;3;Órgãos Públicos e Empresas Estatais;ATLAS LOGÍSTICA LTDA;Encerrada
02/20/2014;02/21/2014;06/05/2014;05/21/2014;C14020009682;132;BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL ;RJ;1500;3;Órgãos Públicos e Empresas Estatais;ATLAS LOGÍSTICA LTDA;Encerrada
06/02/2014;06/03/2014;06/04/2014;08/06/2014;C14060002026;132;BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL ;RJ;1500;3;Órgãos Públicos e Empresas Estatais;ATLAS LOGÍSTICA LTDA;Encerrada
07/16/2014;07/17/2014;07/20/2014;08/28/2014;C14070008000;132;BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL ;RJ;1500;3;Órgãos Públicos e Empresas Estatais;ATLAS LOGÍSTICA LTDA;Encerrada
09/08/2014;09/09/2014;09/10/2014;11/03/2014;C14090002970;132;BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL ;RJ;1500;3;Órgãos Públicos e Empresas Estatais;ATLAS LOGÍSTICA LTDA;Encerrada
11/06/2014;11/07/2014;11/08/2014;01/12/2015;C14110001850;132;BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL ;RJ;1500;3;Órgãos Públicos e Empresas Estatais;ATLAS LOGÍSTICA LTDA;Encerrada
04/10/2013;04/11/2013;04/15/2013;05/08/2013;C13040003355;248;SIMPTEC COMÉRCIO DE MÁQUINAS LTDA;SP;129;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
05/13/2013;05/15/2013;05/22/2013;06/04/2013;C13050004443;248;SIMPTEC COMÉRCIO DE MÁQUINAS LTDA;SP;292;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
09/09/2013;09/10/2013;09/16/2013;09/23/2013;C13090002441;248;SIMPTEC COMÉRCIO DE MÁQUINAS LTDA;SP;585;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
09/25/2013;09/26/2013;09/30/2013;10/21/2013;C13090007591;248;SIMPTEC COMÉRCIO DE MÁQUINAS LTDA;SP;222;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
10/23/2013;10/24/2013;10/28/2013;12/03/2013;C13100006860;248;SIMPTEC COMÉRCIO DE MÁQUINAS LTDA;SP;163;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
11/08/2013;11/11/2013;11/13/2013;01/15/2014;C13110002646;248;SIMPTEC COMÉRCIO DE MÁQUINAS LTDA;SP;100;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
09/08/2014;09/08/2014;09/08/2014;10/01/2014;C14090002385;248;SIMPTEC COMÉRCIO DE MÁQUINAS LTDA;SP;210;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
10/20/2014;10/21/2014;10/21/2014;12/01/2014;C14100009808;248;SIMPTEC COMÉRCIO DE MÁQUINAS LTDA;SP;186;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
03/14/2014;03/17/2014;03/18/2014;04/23/2014;C14030003504;248;SIMPTEC COMÉRCIO DE MÁQUINAS LTDA;SP;305;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
04/04/2014;04/04/2014;04/07/2014;05/21/2014;C14040001911;248;SIMPTEC COMÉRCIO DE MÁQUINAS LTDA;SP;161;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
07/14/2014;07/14/2014;07/16/2014;08/28/2014;C14070005320;248;SIMPTEC COMÉRCIO DE MÁQUINAS LTDA;SP;55;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
05/03/2013;05/03/2013;05/13/2013;05/31/2013;C13050000960;260;KITANI LOCAÇÃO E COM. DE EQUIPS LTDA;SP;800;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
06/03/2013;06/03/2013;06/05/2013;07/01/2013;C13060000220;260;KITANI LOCAÇÃO E COM. DE EQUIPS LTDA;SP;600;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
06/25/2013;06/25/2013;06/28/2013;07/01/2013;C13060007909;260;KITANI LOCAÇÃO E COM. DE EQUIPS LTDA;SP;600;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
08/27/2013;08/27/2013;08/30/2013;09/02/2013;C13080011901;260;KITANI LOCAÇÃO E COM. DE EQUIPS LTDA;SP;1200;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
09/25/2013;09/25/2013;09/30/2013;10/01/2013;C13090007168;260;KITANI LOCAÇÃO E COM. DE EQUIPS LTDA;SP;900;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
09/08/2014;09/08/2014;09/15/2014;11/10/2014;C14090002547;260;KITANI LOCAÇÃO E COM. DE EQUIPS LTDA;SP;850;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
10/15/2014;10/15/2014;10/20/2014;11/10/2014;C14100007937;260;KITANI LOCAÇÃO E COM. DE EQUIPS LTDA;SP;700;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
11/26/2014;11/26/2014;11/27/2014;01/05/2015;C14110010760;260;KITANI LOCAÇÃO E COM. DE EQUIPS LTDA;SP;900;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
10/28/2013;10/30/2013;10/31/2013;11/04/2013;C13100009109;260;KITANI LOCAÇÃO E COM. DE EQUIPS LTDA;SP;800;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
03/31/2014;03/31/2014;04/08/2014;05/27/2014;C14030010462;260;KITANI LOCAÇÃO E COM. DE EQUIPS LTDA;SP;700;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
05/02/2014;05/05/2014;05/08/2014;06/10/2014;C14050000209;260;KITANI LOCAÇÃO E COM. DE EQUIPS LTDA;SP;700;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
07/14/2014;07/14/2014;07/14/2014;08/06/2014;C14070005591;260;KITANI LOCAÇÃO E COM. DE EQUIPS LTDA;SP;900;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
08/12/2014;08/13/2014;08/14/2014;09/01/2014;C14080003907;260;KITANI LOCAÇÃO E COM. DE EQUIPS LTDA;SP;800;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
05/09/2013;05/10/2013;05/15/2013;05/31/2013;C13050002742;402;Tribunal de Contas do Estado de São Paulo;SP;328;3;Órgãos Públicos e Empresas Estatais;ATLAS LOGÍSTICA LTDA;Encerrada
09/03/2013;09/04/2013;09/06/2013;09/13/2013;C13090000821;402;Tribunal de Contas do Estado de São Paulo;SP;180;3;Órgãos Públicos e Empresas Estatais;ATLAS LOGÍSTICA LTDA;Encerrada
11/22/2013;11/25/2013;12/02/2013;12/06/2013;C13110007281;402;Tribunal de Contas do Estado de São Paulo;SP;571;3;Órgãos Públicos e Empresas Estatais;ATLAS LOGÍSTICA LTDA;Encerrada
03/27/2014;03/28/2014;03/31/2014;04/30/2014;C14030009537;402;Tribunal de Contas do Estado de São Paulo;SP;729;3;Órgãos Públicos e Empresas Estatais;ATLAS LOGÍSTICA LTDA;Encerrada
06/30/2014;07/01/2014;07/02/2014;08/06/2014;C14060010045;402;Tribunal de Contas do Estado de São Paulo;SP;230;3;Órgãos Públicos e Empresas Estatais;ATLAS LOGÍSTICA LTDA;Encerrada
10/04/2014;10/06/2014;10/08/2014;11/10/2014;C14100002110;402;Tribunal de Contas do Estado de São Paulo;SP;742;3;Órgãos Públicos e Empresas Estatais;ATLAS LOGÍSTICA LTDA;Encerrada
05/03/2013;05/06/2013;05/07/2013;05/31/2013;C13050001002;144;IMPORTINVEST IMPORTAÇÃO COMÉRCIO LTDA;SP;140;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
05/27/2013;05/28/2013;05/31/2013;07/01/2013;C13050009240;144;IMPORTINVEST IMPORTAÇÃO COMÉRCIO LTDA;SP;150;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
06/24/2013;06/25/2013;06/28/2013;07/01/2013;C13060007666;144;IMPORTINVEST IMPORTAÇÃO COMÉRCIO LTDA;SP;90;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
07/15/2013;07/16/2013;07/22/2013;08/02/2013;C13070005577;144;IMPORTINVEST IMPORTAÇÃO COMÉRCIO LTDA;SP;100;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
08/29/2013;08/29/2013;09/02/2013;09/13/2013;C13080014250;144;IMPORTINVEST IMPORTAÇÃO COMÉRCIO LTDA;SP;115;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
09/19/2013;09/19/2013;09/23/2013;10/15/2013;C13090005548;144;IMPORTINVEST IMPORTAÇÃO COMÉRCIO LTDA;SP;150;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
10/15/2014;10/16/2014;10/16/2014;12/03/2014;C14100008232;144;IMPORTINVEST IMPORTAÇÃO COMÉRCIO LTDA;SP;140;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
11/10/2014;11/11/2014;11/11/2014;12/03/2014;C14110003047;144;IMPORTINVEST IMPORTAÇÃO COMÉRCIO LTDA;SP;127;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
06/02/2014;06/03/2014;06/04/2014;08/06/2014;C14060000325;144;IMPORTINVEST IMPORTAÇÃO COMÉRCIO LTDA;SP;100;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
07/02/2014;07/03/2014;07/04/2014;08/06/2014;C14070001685;144;IMPORTINVEST IMPORTAÇÃO COMÉRCIO LTDA;SP;120;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
07/25/2014;07/28/2014;07/29/2014;09/25/2014;C14070012458;144;IMPORTINVEST IMPORTAÇÃO COMÉRCIO LTDA;SP;127;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
08/14/2014;08/14/2014;08/15/2014;09/25/2014;C14080005365;144;IMPORTINVEST IMPORTAÇÃO COMÉRCIO LTDA;SP;100;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
09/04/2014;09/05/2014;09/08/2014;10/01/2014;C14090001575;144;IMPORTINVEST IMPORTAÇÃO COMÉRCIO LTDA;SP;127;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
09/17/2014;09/18/2014;09/24/2014;11/10/2014;C14090007344;144;IMPORTINVEST IMPORTAÇÃO COMÉRCIO LTDA;SP;140;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
10/10/2013;10/10/2013;10/15/2013;10/21/2013;C13100002600;144;IMPORTINVEST IMPORTAÇÃO COMÉRCIO LTDA;SP;140;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
10/30/2013;10/31/2013;11/04/2013;12/03/2013;C13100010620;144;IMPORTINVEST IMPORTAÇÃO COMÉRCIO LTDA;SP;117;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
11/22/2013;11/22/2013;11/25/2013;12/06/2013;C13110006803;144;IMPORTINVEST IMPORTAÇÃO COMÉRCIO LTDA;SP;151;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
