Data Solicitação;Número Solicitação;Cod. Cliente;Razão Social;UF Cliente;Qtd. Cartuchos;Cód. Categoria;Desc. Categoria
12/09/2007;C07090010881;8;NEXXIA;SP;500;1;Corporativa
12/09/2007;C07090010962;8;NEXXIA;SP;400;1;Corporativa
12/09/2007;C07090011004;8;NEXXIA;SP;300;1;Corporativa
12/09/2007;C07090011187;8;NEXXIA;SP;40;1;Corporativa
12/09/2007;C07090011268;8;NEXXIA;SP;400;1;Corporativa
12/09/2007;C07090011349;8;NEXXIA;SP;1000;1;Corporativa
12/09/2007;C07090011420;8;NEXXIA;SP;3000;1;Corporativa
13/09/2007;C07090012663;6;MIRACULA STORE;SP;500;1;Corporativa
13/09/2007;C07090012744;6;MIRACULA STORE;SP;400;1;Corporativa
13/09/2007;C07090012825;6;MIRACULA STORE;SP;400;1;Corporativa
13/09/2007;C07090012906;6;MIRACULA STORE;SP;500;1;Corporativa
13/09/2007;C07090013040;6;MIRACULA STORE;SP;500;1;Corporativa
16/09/2007;C07090013392;8;NEXXIA;SP;500;1;Corporativa
16/09/2007;C07090013473;8;NEXXIA;SP;300;1;Corporativa
16/09/2007;C07090013716;8;NEXXIA;SP;400;1;Corporativa
16/09/2007;C07090013805;8;NEXXIA;SP;200;1;Corporativa
16/09/2007;C07090013988;8;NEXXIA;SP;500;1;Corporativa
17/09/2007;C07090014100;8;NEXXIA;SP;400;1;Corporativa
17/09/2007;C07090014283;8;NEXXIA;SP;1000;1;Corporativa
17/09/2007;C07090015840;8;NEXXIA;SP;500;1;Corporativa
17/09/2007;C07090015921;8;NEXXIA;SP;300;1;Corporativa
17/09/2007;C07090016065;8;NEXXIA;SP;100;1;Corporativa
17/09/2007;C07090016146;8;NEXXIA;SP;500;1;Corporativa
17/09/2007;C07090016227;8;NEXXIA;SP;500;1;Corporativa
17/09/2007;C07090016308;8;NEXXIA;SP;500;1;Corporativa
17/09/2007;C07090016499;8;NEXXIA;SP;200;1;Corporativa
17/09/2007;C07090016570;8;NEXXIA;SP;500;1;Corporativa
17/09/2007;C07090016650;8;NEXXIA;SP;400;1;Corporativa
17/09/2007;C07090016731;8;NEXXIA;SP;400;1;Corporativa
17/09/2007;C07090016812;8;NEXXIA;SP;200;1;Corporativa
17/09/2007;C07090016901;8;NEXXIA;SP;400;1;Corporativa
17/09/2007;C07090017037;8;NEXXIA;SP;300;1;Corporativa
17/09/2007;C07090017118;8;NEXXIA;SP;400;1;Corporativa
17/09/2007;C07090017207;8;NEXXIA;SP;200;1;Corporativa
17/09/2007;C07090017380;8;NEXXIA;SP;400;1;Corporativa
17/09/2007;C07090017460;8;NEXXIA;SP;400;1;Corporativa
17/09/2007;C07090017541;8;NEXXIA;SP;500;1;Corporativa
17/09/2007;C07090017622;8;NEXXIA;SP;400;1;Corporativa
17/09/2007;C07090017703;8;NEXXIA;SP;400;1;Corporativa
17/09/2007;C07090017894;8;NEXXIA;SP;400;1;Corporativa
17/09/2007;C07090017975;8;NEXXIA;SP;300;1;Corporativa
17/09/2007;C07090018009;8;NEXXIA;SP;200;1;Corporativa
17/09/2007;C07090018190;8;NEXXIA;SP;400;1;Corporativa
17/09/2007;C07090018270;8;NEXXIA;SP;300;1;Corporativa
17/09/2007;C07090018432;8;NEXXIA;SP;300;1;Corporativa
17/09/2007;C07090018513;8;NEXXIA;SP;500;1;Corporativa
17/09/2007;C07090018602;8;NEXXIA;SP;400;1;Corporativa
17/09/2007;C07090018785;8;NEXXIA;SP;300;1;Corporativa
17/09/2007;C07090018866;8;NEXXIA;SP;400;1;Corporativa
17/09/2007;C07090018947;8;NEXXIA;SP;300;1;Corporativa
17/09/2007;C07090019595;8;NEXXIA;SP;400;1;Corporativa
17/09/2007;C07090019676;8;NEXXIA;SP;300;1;Corporativa
17/09/2007;C07090019838;8;NEXXIA;SP;400;1;Corporativa
17/09/2007;C07090019919;8;NEXXIA;SP;300;1;Corporativa
17/09/2007;C07090020097;8;NEXXIA;SP;500;1;Corporativa
24/09/2007;C07090023940;25;Premier TI;SP;100;1;Corporativa
26/09/2007;C07090024750;25;Premier TI;SP;400;1;Corporativa
26/09/2007;C07090025056;25;Premier TI;SP;100;1;Corporativa
03/10/2007;C07100000140;25;Premier TI;SP;180;1;Corporativa
05/10/2007;C07100000573;25;Premier TI;SP;1000;1;Corporativa
31/10/2007;C07100005451;6;MIRACULA STORE;SP;50;1;Corporativa
01/11/2007;C07110000185;6;MIRACULA STORE;SP;50;1;Corporativa
01/11/2007;C07110000428;6;MIRACULA STORE;SP;40;1;Corporativa
08/11/2007;C07110001319;6;MIRACULA STORE;SP;50;1;Corporativa
12/09/2007;M07090008550;3;PONTO  COLETA MIRACULA;2;436;---;---
12/09/2007;M07090008801;3;PONTO  COLETA MIRACULA;3;100;---;---
12/09/2007;M07090009280;3;PONTO  COLETA MIRACULA;3;400;---;---
12/09/2007;M07090009441;3;PONTO  COLETA MIRACULA;3;300;---;---
12/09/2007;M07090011853;3;PONTO  COLETA MIRACULA;3;300;---;---
17/09/2007;M07090014950;3;PONTO  COLETA MIRACULA;3;200;---;---
17/09/2007;M07090015093;3;PONTO  COLETA MIRACULA;3;100;---;---
17/09/2007;M07090015689;3;PONTO  COLETA MIRACULA;3;200;---;---
17/09/2007;M07090015760;3;PONTO  COLETA MIRACULA;3;200;---;---
17/09/2007;M07090019404;3;PONTO  COLETA MIRACULA;3;200;---;---
21/09/2007;M07090023274;3;PONTO  COLETA MIRACULA;3;100;---;---
12/09/2007;M07090009018;3;PONTO  COLETA MIRACULA;3;300;---;---
12/09/2007;M07090010105;3;PONTO  COLETA MIRACULA;3;400;---;---
