Data Solicitacao;Data Aprovacao;Data Programada;Data Recebimento;Numero Solicitacao;Cod Cliente;Razao Social;UF Cliente;Qtd. Cartuchos;Cod. Categoria;Desc. Categoria;Transportadora;Status
12/12/2013;12/12/2013;12/16/2013;01/15/2014;C13120004110;230;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;Pr;450;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
01/03/2014;01/03/2014;01/06/2014;;C14010000429;230;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;Pr;350;4;Revendedor;ATLAS LOGÍSTICA LTDA;Em trânsito
01/23/2014;01/23/2014;01/27/2014;03/17/2014;C14010006460;230;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;Pr;450;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
01/21/2015;01/21/2015;;;C15010007022;230;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;PR;300;4;Revendedor;ATLAS LOGÍSTICA LTDA;Aprovada
06/06/2013;06/06/2013;06/10/2013;07/01/2013;C13060002192;118;DISTRIFILM COMERCIAL LTDA;SP;83;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
06/13/2013;06/14/2013;06/17/2013;07/01/2013;C13060003911;118;DISTRIFILM COMERCIAL LTDA;SP;78;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
05/06/2013;05/07/2013;05/13/2013;05/31/2013;C13050001770;118;DISTRIFILM COMERCIAL LTDA;SP;65;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
04/25/2013;04/26/2013;04/30/2013;05/07/2013;C13040009639;118;DISTRIFILM COMERCIAL LTDA;SP;82;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
04/16/2013;04/17/2013;04/22/2013;05/07/2013;C13040005994;118;DISTRIFILM COMERCIAL LTDA;SP;65;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
05/14/2013;05/15/2013;05/27/2013;05/31/2013;C13050004796;118;DISTRIFILM COMERCIAL LTDA;SP;110;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
05/27/2013;05/28/2013;06/03/2013;05/31/2013;C13050009593;118;DISTRIFILM COMERCIAL LTDA;SP;96;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
04/01/2013;04/02/2013;04/08/2013;04/11/2013;C13040000259;118;DISTRIFILM COMERCIAL LTDA;SP;101;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
04/10/2013;04/11/2013;04/17/2013;05/07/2013;C13040003606;118;DISTRIFILM COMERCIAL LTDA;SP;86;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
03/05/2013;03/06/2013;03/18/2013;04/11/2013;C13030001457;118;DISTRIFILM COMERCIAL LTDA;SP;79;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
02/26/2013;02/27/2013;03/28/2013;03/01/2013;C13020007452;118;DISTRIFILM COMERCIAL LTDA;SP;84;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
03/11/2013;03/12/2013;;;C13030003310;118;DISTRIFILM COMERCIAL LTDA;SP;108;4;Revendedor;ATLAS LOGÍSTICA LTDA;Aguardando coleta
03/20/2013;03/22/2013;;;C13030007579;118;DISTRIFILM COMERCIAL LTDA;SP;143;4;Revendedor;ATLAS LOGÍSTICA LTDA;Aguardando coleta
02/04/2013;02/05/2013;02/08/2013;02/18/2013;C13020001098;118;DISTRIFILM COMERCIAL LTDA;SP;66;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
02/13/2013;02/14/2013;;;C13020003546;118;DISTRIFILM COMERCIAL LTDA;SP;109;4;Revendedor;ATLAS LOGÍSTICA LTDA;Aguardando coleta
02/15/2013;02/18/2013;;;C13020004607;118;DISTRIFILM COMERCIAL LTDA;SP;131;4;Revendedor;ATLAS LOGÍSTICA LTDA;Aguardando coleta
01/28/2013;01/29/2013;02/01/2013;04/11/2013;C13010008308;118;DISTRIFILM COMERCIAL LTDA;SP;122;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
01/14/2013;01/15/2013;01/21/2013;;C13010004663;118;DISTRIFILM COMERCIAL LTDA;SP;60;4;Revendedor;ATLAS LOGÍSTICA LTDA;Em trânsito
01/07/2013;01/09/2013;;;C13010001303;118;DISTRIFILM COMERCIAL LTDA;SP;90;4;Revendedor;ATLAS LOGÍSTICA LTDA;Aguardando coleta
01/07/2013;01/09/2013;02/11/2013;02/01/2013;C13010001486;118;DISTRIFILM COMERCIAL LTDA;SP;90;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
12/18/2014;12/22/2014;;;C14120009013;118;DISTRIFILM COMERCIAL LTDA;SP;80;4;Revendedor;ATLAS LOGÍSTICA LTDA;Aprovada
12/02/2014;12/03/2014;;;C14120001039;118;DISTRIFILM COMERCIAL LTDA;SP;80;4;Revendedor;ATLAS LOGÍSTICA LTDA;Aprovada
11/25/2014;11/26/2014;11/27/2014;01/05/2015;C14110010256;118;DISTRIFILM COMERCIAL LTDA;SP;160;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
11/13/2014;11/17/2014;;;C14110004442;118;DISTRIFILM COMERCIAL LTDA;SP;60;4;Revendedor;ATLAS LOGÍSTICA LTDA;Aprovada
11/03/2014;11/04/2014;11/04/2014;12/03/2014;C14110000374;118;DISTRIFILM COMERCIAL LTDA;SP;50;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
10/20/2014;10/21/2014;10/21/2014;12/03/2014;C14100009980;118;DISTRIFILM COMERCIAL LTDA;SP;60;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
10/16/2014;10/16/2014;10/20/2014;11/10/2014;C14100008909;118;DISTRIFILM COMERCIAL LTDA;SP;80;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
10/13/2014;10/13/2014;;;C14100006450;118;DISTRIFILM COMERCIAL LTDA;SP;60;4;Revendedor;ATLAS LOGÍSTICA LTDA;Aprovada
09/30/2014;09/30/2014;10/01/2014;11/10/2014;C14090010990;118;DISTRIFILM COMERCIAL LTDA;SP;150;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
09/16/2014;09/17/2014;09/18/2014;10/06/2014;C14090006704;118;DISTRIFILM COMERCIAL LTDA;SP;50;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
08/18/2014;08/19/2014;08/20/2014;09/01/2014;C14080006094;118;DISTRIFILM COMERCIAL LTDA;SP;80;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
09/01/2014;09/01/2014;09/02/2014;10/01/2014;C14090000170;118;DISTRIFILM COMERCIAL LTDA;SP;50;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
08/05/2014;08/05/2014;08/06/2014;09/25/2014;C14080001297;118;DISTRIFILM COMERCIAL LTDA;SP;80;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
07/10/2014;07/11/2014;07/14/2014;10/01/2014;C14070003700;118;DISTRIFILM COMERCIAL LTDA;SP;70;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
07/01/2014;07/02/2014;07/02/2014;08/06/2014;C14070000794;118;DISTRIFILM COMERCIAL LTDA;SP;60;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
06/10/2014;06/10/2014;06/16/2014;07/01/2014;C14060006528;118;DISTRIFILM COMERCIAL LTDA;SP;80;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
06/18/2014;06/18/2014;06/19/2014;10/01/2014;C14060007842;118;DISTRIFILM COMERCIAL LTDA;SP;80;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
07/16/2014;07/17/2014;07/18/2014;10/01/2014;C14070007101;118;DISTRIFILM COMERCIAL LTDA;SP;80;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
06/05/2014;06/09/2014;;;C14060004231;118;DISTRIFILM COMERCIAL LTDA;SP;50;4;Revendedor;ATLAS LOGÍSTICA LTDA;Aprovada
05/26/2014;05/27/2014;05/28/2014;07/01/2014;C14050011758;118;DISTRIFILM COMERCIAL LTDA;SP;150;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
05/20/2014;05/21/2014;;;C14050008889;119;BIRD SOLUTION LTDA;SP;103;4;Revendedor;ATLAS LOGÍSTICA LTDA;Aprovada
05/12/2014;05/12/2014;05/14/2014;07/01/2014;C14050004468;119;BIRD SOLUTION LTDA;SP;313;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
07/16/2014;07/17/2014;07/17/2014;08/06/2014;C14070007454;119;BIRD SOLUTION LTDA;SP;120;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
07/21/2014;07/22/2014;07/23/2014;08/06/2014;C14070009821;119;BIRD SOLUTION LTDA;SP;65;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
07/07/2014;07/08/2014;07/09/2014;08/06/2014;C14070002738;119;BIRD SOLUTION LTDA;SP;456;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
03/19/2014;03/20/2014;;;C14030005973;119;BIRD SOLUTION LTDA;SP;274;4;Revendedor;ATLAS LOGÍSTICA LTDA;Aprovada
02/11/2014;02/12/2014;03/17/2014;05/02/2014;C14020006071;119;BIRD SOLUTION LTDA;SP;140;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
02/18/2014;02/18/2014;03/18/2014;03/03/2014;C14020007981;119;BIRD SOLUTION LTDA;SP;140;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
04/22/2014;04/22/2014;;;C14040008096;119;BIRD SOLUTION LTDA;SP;292;4;Revendedor;ATLAS LOGÍSTICA LTDA;Aprovada
03/25/2014;03/26/2014;03/27/2014;04/30/2014;C14030008301;119;BIRD SOLUTION LTDA;SP;35;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
04/02/2014;04/03/2014;;;C14040001164;119;BIRD SOLUTION LTDA;SP;160;4;Revendedor;ATLAS LOGÍSTICA LTDA;Aprovada
08/05/2014;08/05/2014;08/06/2014;09/01/2014;C14080001378;119;BIRD SOLUTION LTDA;SP;215;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
07/28/2014;07/28/2014;07/29/2014;09/01/2014;C14070013187;119;BIRD SOLUTION LTDA;SP;65;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
08/20/2014;08/21/2014;08/22/2014;10/01/2014;C14080006841;119;BIRD SOLUTION LTDA;SP;257;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
09/24/2014;;;;C14090009630;119;BIRD SOLUTION LTDA;SP;333;4;Revendedor;ATLAS LOGÍSTICA LTDA;Rejeitada
09/24/2014;09/29/2014;09/30/2014;11/10/2014;C14090009711;119;BIRD SOLUTION LTDA;SP;333;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
09/16/2014;09/17/2014;09/23/2014;11/10/2014;C14090006615;119;BIRD SOLUTION LTDA;SP;475;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
10/10/2014;10/13/2014;10/17/2014;11/10/2014;C14100005721;119;BIRD SOLUTION LTDA;SP;171;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
11/24/2014;11/25/2014;11/26/2014;01/05/2015;C14110009754;119;BIRD SOLUTION LTDA;SP;650;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
12/09/2014;12/10/2014;12/11/2014;01/05/2015;C14120004569;119;BIRD SOLUTION LTDA;SP;300;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
01/18/2013;01/22/2013;;;C13010006445;119;BIRD SOLUTION LTDA;SP;411;4;Revendedor;ATLAS LOGÍSTICA LTDA;Aguardando coleta
02/18/2013;02/19/2013;02/19/2013;02/25/2013;C13020005085;119;BIRD SOLUTION LTDA;SP;592;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
01/30/2013;02/01/2013;;;C13010009380;119;BIRD SOLUTION LTDA;SP;219;4;Revendedor;ATLAS LOGÍSTICA LTDA;Aguardando coleta
03/11/2013;03/12/2013;03/21/2013;04/11/2013;C13030003239;119;BIRD SOLUTION LTDA;SP;235;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
02/27/2013;02/28/2013;;;C13020008262;119;BIRD SOLUTION LTDA;SP;287;4;Revendedor;ATLAS LOGÍSTICA LTDA;Aguardando coleta
04/08/2013;04/09/2013;;;C13040002707;119;BIRD SOLUTION LTDA;SP;464;4;Revendedor;ATLAS LOGÍSTICA LTDA;Aguardando coleta
03/21/2013;03/22/2013;03/28/2013;04/11/2013;C13030007900;119;BIRD SOLUTION LTDA;SP;618;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
05/27/2013;05/28/2013;05/30/2013;05/31/2013;C13050009402;119;BIRD SOLUTION LTDA;SP;153;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
05/13/2013;05/15/2013;05/21/2013;05/31/2013;C13050004281;119;BIRD SOLUTION LTDA;SP;474;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
04/16/2013;04/17/2013;04/22/2013;05/07/2013;C13040005803;119;BIRD SOLUTION LTDA;SP;445;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
04/22/2013;04/23/2013;04/29/2013;05/07/2013;C13040007938;119;BIRD SOLUTION LTDA;SP;104;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
04/30/2013;04/30/2013;;;C13040010726;119;BIRD SOLUTION LTDA;SP;82;4;Revendedor;ATLAS LOGÍSTICA LTDA;Aguardando coleta
06/11/2013;06/12/2013;06/17/2013;07/01/2013;C13060003083;119;BIRD SOLUTION LTDA;SP;87;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
06/17/2013;06/18/2013;06/24/2013;07/01/2013;C13060004993;119;BIRD SOLUTION LTDA;SP;58;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
06/05/2013;06/06/2013;06/14/2013;07/01/2013;C13060001897;119;BIRD SOLUTION LTDA;SP;350;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
06/24/2013;06/25/2013;06/27/2013;07/01/2013;C13060007402;119;BIRD SOLUTION LTDA;SP;324;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
07/16/2013;07/17/2013;07/22/2013;07/19/2013;C13070005810;119;BIRD SOLUTION LTDA;SP;107;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
07/10/2013;07/11/2013;07/15/2013;07/19/2013;C13070003876;119;BIRD SOLUTION LTDA;SP;448;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
06/27/2013;06/28/2013;07/02/2013;07/15/2013;C13060009529;119;BIRD SOLUTION LTDA;SP;310;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
07/02/2013;07/03/2013;07/09/2013;07/15/2013;C13070000931;119;BIRD SOLUTION LTDA;SP;106;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
01/22/2014;01/23/2014;01/27/2014;04/02/2014;C14010005811;119;BIRD SOLUTION LTDA;SP;144;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
01/28/2014;01/28/2014;;;C14010008403;119;BIRD SOLUTION LTDA;SP;109;4;Revendedor;ATLAS LOGÍSTICA LTDA;Aguardando coleta
02/05/2014;02/06/2014;02/10/2014;03/03/2014;C14020001940;119;BIRD SOLUTION LTDA;SP;127;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
01/09/2014;01/09/2014;;;C14010001824;119;BIRD SOLUTION LTDA;SP;147;4;Revendedor;ATLAS LOGÍSTICA LTDA;Aguardando coleta
12/19/2013;12/19/2013;12/23/2013;01/16/2014;C13120006830;119;BIRD SOLUTION LTDA;SP;200;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
12/10/2013;12/11/2013;;;C13120003220;119;BIRD SOLUTION LTDA;SP;245;4;Revendedor;ATLAS LOGÍSTICA LTDA;Aguardando coleta
12/04/2013;12/04/2013;;;C13120001367;119;BIRD SOLUTION LTDA;SP;147;4;Revendedor;ATLAS LOGÍSTICA LTDA;Aguardando coleta
11/21/2013;11/21/2013;11/25/2013;12/03/2013;C13110006633;119;BIRD SOLUTION LTDA;SP;90;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
11/13/2013;11/14/2013;11/18/2013;12/03/2013;C13110005076;119;BIRD SOLUTION LTDA;SP;323;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
10/31/2013;11/01/2013;;;C13100010972;119;BIRD SOLUTION LTDA;SP;159;4;Revendedor;ATLAS LOGÍSTICA LTDA;Aguardando coleta
10/31/2013;11/01/2013;;;C13100011006;119;BIRD SOLUTION LTDA;SP;159;4;Revendedor;ATLAS LOGÍSTICA LTDA;Aguardando coleta
11/07/2013;11/08/2013;11/19/2013;;C13110001674;119;BIRD SOLUTION LTDA;SP;240;4;Revendedor;ATLAS LOGÍSTICA LTDA;Cancelada
10/01/2013;10/02/2013;10/07/2013;10/15/2013;C13100000403;119;BIRD SOLUTION LTDA;SP;1000;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
10/16/2013;10/17/2013;10/21/2013;10/21/2013;C13100004654;119;BIRD SOLUTION LTDA;SP;246;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
10/22/2013;10/23/2013;10/24/2013;10/28/2013;C13100006517;119;BIRD SOLUTION LTDA;SP;116;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
08/27/2013;08/27/2013;08/30/2013;09/13/2013;C13080012207;119;BIRD SOLUTION LTDA;SP;277;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
08/13/2013;08/14/2013;08/16/2013;08/16/2013;C13080005006;119;BIRD SOLUTION LTDA;SP;386;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
07/22/2013;07/23/2013;07/29/2013;08/02/2013;C13070007600;119;BIRD SOLUTION LTDA;SP;109;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
